experiment_group,result_root,subject,dimension,fold,test_accuracy,test_loss,best_test_accuracy,best_test_loss,best_epoch,true_count_0,true_count_1,pred_count_0,pred_count_1,best_pred_count_0,best_pred_count_1,disable_dropout,train_keep_prob,standardize,train_phase_train,source_csv
strict_200ep_full,arousal,s12,arousal,9,0.862500011920929,0.8664067983627319,0.887499988079071,0.6091165542602539,189,16,64,5,75,7,73,0,0.5,0,0,experiments/strict_200ep_full/arousal/s12_summary.csv
strict_200ep_full,arousal,s12,arousal,10,0.8999999761581421,0.4238815605640411,0.949999988079071,0.1797220706939697,197,17,63,9,71,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s12_summary.csv
strict_200ep_full,arousal,s13,arousal,1,0.875,0.8099596500396729,0.962499976158142,0.1412474364042282,193,15,65,5,75,12,68,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,2,0.9375,0.2543265521526336,0.949999988079071,0.1771280467510223,172,12,68,9,71,14,66,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,3,0.8999999761581421,0.6930665373802185,0.9124999642372132,0.3248167932033539,171,13,67,5,75,6,74,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,4,0.875,0.7212250828742981,0.912500023841858,0.4951414465904236,196,14,66,4,76,7,73,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,5,0.949999988079071,0.2109792828559875,0.975000023841858,0.1299967616796493,158,9,71,5,75,7,73,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,6,0.949999988079071,0.4041385054588318,0.962499976158142,0.2072754204273224,144,8,72,4,76,5,75,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,7,0.949999988079071,0.2491067051887512,0.975000023841858,0.1746762692928314,160,9,71,5,75,7,73,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,8,0.962499976158142,0.1891049742698669,0.975000023841858,0.1730769574642181,165,12,68,9,71,10,70,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,9,0.925000011920929,0.6532049775123596,0.9375,0.551948070526123,195,14,66,8,72,9,71,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s13,arousal,10,0.875,0.509559154510498,0.9249999523162842,0.3133125305175781,192,14,66,4,76,8,72,0,0.5,0,0,experiments/strict_200ep_full/arousal/s13_summary.csv
strict_200ep_full,arousal,s14,arousal,1,0.8250000476837158,0.4469048976898193,0.8500000238418579,0.3503499925136566,166,28,52,20,60,34,46,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,2,0.824999988079071,0.3956735134124756,0.862500011920929,0.4834634363651275,183,26,54,24,56,19,61,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,3,0.8999999761581421,0.2387793660163879,0.9124999642372132,0.2031457424163818,185,28,52,22,58,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,4,0.8125,0.6386874914169312,0.875,0.5192639827728271,171,28,52,19,61,24,56,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,5,0.9375,0.1470356732606887,0.987500011920929,0.1018787994980812,146,16,64,11,69,15,65,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,6,0.925000011920929,0.2742055654525757,0.9375,0.3100705742835998,198,28,52,26,54,23,57,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,7,0.8500000238418579,0.4838798642158508,0.875,0.5517673492431641,178,28,52,20,60,22,58,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,8,0.9249999523162842,0.2423361241817474,0.9375,0.2323945164680481,179,23,57,23,57,24,56,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,9,0.925000011920929,0.1972820311784744,0.9500000476837158,0.2300661951303482,119,24,56,20,60,24,56,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s14,arousal,10,0.875,0.4640668630599975,0.887499988079071,0.3739500939846039,148,31,49,29,51,32,48,0,0.5,0,0,experiments/strict_200ep_full/arousal/s14_summary.csv
strict_200ep_full,arousal,s15,arousal,1,0.962499976158142,0.2149530500173568,0.975000023841858,0.1801756918430328,162,45,35,48,32,47,33,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,2,0.987500011920929,0.0243854243308305,1.0,0.0568801015615463,117,46,34,45,35,46,34,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,3,0.987500011920929,0.0676919743418693,0.987500011920929,0.0727635622024536,124,45,35,46,34,44,36,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,4,0.987500011920929,0.0670353844761848,0.987500011920929,0.0701027810573577,128,44,36,43,37,43,37,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,5,0.975000023841858,0.1044327914714813,0.987500011920929,0.0693433731794357,178,48,32,50,30,49,31,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,6,0.975000023841858,0.1064048483967781,0.987500011920929,0.1162566095590591,127,36,44,38,42,37,43,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,7,0.962499976158142,0.1219398528337478,0.975000023841858,0.0826598778367042,190,40,40,41,39,40,40,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,8,0.987500011920929,0.0299927853047847,1.0,0.0174020417034626,146,39,41,40,40,39,41,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,9,0.8874999284744263,0.5775256156921387,0.962499976158142,0.2818983197212219,165,36,44,45,35,39,41,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s15,arousal,10,0.975000023841858,0.1047676727175712,0.987500011920929,0.0558342710137367,182,41,39,43,37,42,38,0,0.5,0,0,experiments/strict_200ep_full/arousal/s15_summary.csv
strict_200ep_full,arousal,s16,arousal,1,0.962499976158142,0.0628808289766311,1.0,0.0360803008079528,194,47,33,44,36,47,33,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,2,0.8999999761581421,0.3546496927738189,0.9375,0.2303531467914581,142,35,45,29,51,34,46,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,3,0.975000023841858,0.0762460976839065,0.987500011920929,0.0419509671628475,187,38,42,36,44,39,41,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,4,0.975000023841858,0.1219357326626777,0.975000023841858,0.1265278458595276,125,42,38,40,40,40,40,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,5,0.987500011920929,0.0542084723711013,0.987500011920929,0.0666597485542297,198,35,45,36,44,36,44,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,6,0.975000023841858,0.0432041846215724,1.0,0.0305687002837657,191,32,48,34,46,32,48,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,7,0.962499976158142,0.0767548531293869,0.975000023841858,0.1189387217164039,121,46,34,45,35,46,34,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,8,0.949999988079071,0.1327431946992874,0.975000023841858,0.1188805773854255,185,40,40,42,38,38,42,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,9,0.987500011920929,0.0223461091518402,1.0,0.0153503073379397,188,44,36,45,35,44,36,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s16,arousal,10,0.987500011920929,0.0176782850176095,1.0,0.0160593893378973,162,41,39,42,38,41,39,0,0.5,0,0,experiments/strict_200ep_full/arousal/s16_summary.csv
strict_200ep_full,arousal,s17,arousal,1,0.912500023841858,0.3200751543045044,0.912500023841858,0.3650683462619781,155,36,44,31,49,31,49,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,2,0.875,0.4881428778171539,0.887499988079071,0.325105607509613,183,32,48,36,44,33,47,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,3,0.875,0.4455358684062958,0.875,0.3725655674934387,198,31,49,37,43,35,45,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,4,0.8374999761581421,0.4300044775009155,0.862500011920929,0.4290943145751953,163,33,47,34,46,30,50,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,5,0.862500011920929,0.3916239738464355,0.887499988079071,0.4092304706573486,179,35,45,38,42,36,44,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,6,0.8624999523162842,0.3872266709804535,0.887499988079071,0.4636149406433105,177,36,44,29,51,27,53,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,7,0.8999999761581421,0.2896791696548462,0.9249999523162842,0.2551554143428802,182,29,51,31,49,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,8,0.8374999761581421,0.5278812646865845,0.887499988079071,0.4039368629455566,164,30,50,37,43,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,9,0.8250000476837158,0.6494020223617554,0.8499999642372131,0.5396522283554077,172,31,49,33,47,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s17,arousal,10,0.7875000238418579,0.6664013862609863,0.8500000238418579,0.6083490252494812,145,27,53,38,42,21,59,0,0.5,0,0,experiments/strict_200ep_full/arousal/s17_summary.csv
strict_200ep_full,arousal,s18,arousal,1,0.912500023841858,0.2447707951068878,0.925000011920929,0.197329506278038,170,28,52,31,49,28,52,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,2,0.8999999761581421,0.3325285017490387,0.9249999523162842,0.282055139541626,136,28,52,26,54,28,52,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,3,0.8875000476837158,0.2618046104907989,0.925000011920929,0.2236167788505554,190,34,46,31,49,36,44,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,4,0.862500011920929,0.3472881317138672,0.887499988079071,0.3580766320228576,169,30,50,29,51,27,53,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,5,0.8624999523162842,0.4323828816413879,0.9124999642372132,0.3386726081371307,145,26,54,21,59,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,6,0.9124999642372132,0.1454177647829055,0.949999988079071,0.1236364245414733,164,30,50,33,47,28,52,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,7,0.949999988079071,0.2002192735671997,0.975000023841858,0.2047525346279144,155,31,49,31,49,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,8,0.912500023841858,0.214604303240776,0.949999988079071,0.1832295060157776,163,27,53,30,50,27,53,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,9,0.8999999761581421,0.3278864622116089,0.9249999523162842,0.2875087261199951,175,32,48,34,46,30,50,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s18,arousal,10,0.9249999523162842,0.2863263487815857,0.962499976158142,0.2395403683185577,123,34,46,30,50,33,47,0,0.5,0,0,experiments/strict_200ep_full/arousal/s18_summary.csv
strict_200ep_full,arousal,s19,arousal,1,0.975000023841858,0.0768238008022308,1.0,0.0277022309601306,190,25,55,23,57,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,2,0.987500011920929,0.0276388712227344,1.0,0.0294530503451824,140,28,52,27,53,28,52,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,3,0.9375,0.1575749665498733,0.975000023841858,0.163829356431961,154,30,50,25,55,30,50,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,4,0.949999988079071,0.1058325245976448,0.987500011920929,0.0646136254072189,154,23,57,27,53,24,56,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,5,0.9249999523162842,0.2776167690753937,0.9375,0.2567972540855407,178,30,50,30,50,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,6,0.975000023841858,0.0489274822175502,1.0,0.0313859693706035,161,25,55,23,57,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,7,0.987500011920929,0.0313005596399307,1.0,0.0460814796388149,164,25,55,26,54,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,8,0.8999999761581421,0.4329100251197815,0.9124999642372132,0.3844086527824402,151,27,53,25,55,26,54,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,9,1.0,0.0022147521376609,1.0,0.0306714102625846,116,18,62,18,62,18,62,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s19,arousal,10,0.949999988079071,0.2376123815774917,0.975000023841858,0.0884659886360168,188,29,51,25,55,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s19_summary.csv
strict_200ep_full,arousal,s20,arousal,1,0.962499976158142,0.1709895581007003,0.987500011920929,0.1266186386346817,160,22,58,19,61,21,59,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,2,0.975000023841858,0.0978177562355995,1.0,0.006978009827435,188,18,62,16,64,18,62,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,3,0.987500011920929,0.099356785416603,0.987500011920929,0.1023617684841156,90,18,62,17,63,17,63,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,4,0.975000023841858,0.1560451090335846,0.987500011920929,0.1433717310428619,176,16,64,14,66,15,65,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,5,0.987500011920929,0.1325857937335968,0.987500011920929,0.1221955716609954,110,21,59,20,60,20,60,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,6,0.987500011920929,0.0427399948239326,1.0,0.0297210030257701,112,17,63,16,64,17,63,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,7,1.0,0.002445853780955,1.0,0.0275895074009895,128,16,64,16,64,16,64,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,8,0.962499976158142,0.319938063621521,0.962499976158142,0.1929989904165268,108,20,60,17,63,17,63,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,9,0.987500011920929,0.1407739967107772,0.987500011920929,0.1157497316598892,117,19,61,18,62,18,62,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s20,arousal,10,0.975000023841858,0.2447433322668075,0.975000023841858,0.1698942184448242,109,13,67,11,69,11,69,0,0.5,0,0,experiments/strict_200ep_full/arousal/s20_summary.csv
strict_200ep_full,arousal,s21,arousal,1,0.949999988079071,0.2106420546770095,0.987500011920929,0.0485066249966621,179,19,61,15,65,18,62,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,2,0.987500011920929,0.0896333381533622,1.0,0.0665650963783264,113,11,69,10,70,11,69,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,3,0.962499976158142,0.1618014276027679,0.975000023841858,0.1352542489767074,128,15,65,12,68,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,4,0.949999988079071,0.1885763704776764,0.975000023841858,0.1060460805892944,112,13,67,11,69,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,5,0.949999988079071,0.2255711555480957,0.949999988079071,0.2519779503345489,135,16,64,12,68,12,68,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,6,0.987500011920929,0.016939889639616,1.0,0.0342958755791187,143,13,67,12,68,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,7,0.962499976158142,0.1476408988237381,0.987500011920929,0.0942281708121299,199,21,59,18,62,20,60,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,8,0.949999988079071,0.1555116474628448,0.975000023841858,0.0720077455043792,150,17,63,13,67,15,65,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,9,0.975000023841858,0.1399022042751312,0.987500011920929,0.0386693328619003,198,14,66,12,68,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s21,arousal,10,0.8999999761581421,0.6380888223648071,0.949999988079071,0.296793520450592,177,21,59,15,65,19,61,0,0.5,0,0,experiments/strict_200ep_full/arousal/s21_summary.csv
strict_200ep_full,arousal,s22,arousal,1,0.975000023841858,0.0526858121156692,0.987500011920929,0.1379711329936981,114,40,40,42,38,41,39,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,2,0.9249999523162842,0.2454500794410705,0.9375,0.2455857694149017,136,35,45,37,43,36,44,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,3,0.949999988079071,0.1740638315677642,0.975000023841858,0.1459493190050125,145,34,46,30,50,32,48,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,4,0.9375,0.1672592610120773,0.975000023841858,0.1128368452191352,156,32,48,37,43,32,48,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,5,0.925000011920929,0.2188670784235,0.925000011920929,0.2581343054771423,185,29,51,29,51,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,6,0.975000023841858,0.1398241221904754,0.975000023841858,0.129217654466629,177,32,48,30,50,30,50,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,7,0.8875000476837158,0.3213948607444763,0.925000011920929,0.3263773620128631,177,29,51,28,52,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,8,0.8999999761581421,0.2098585665225982,0.975000023841858,0.1077818423509597,179,33,47,27,53,33,47,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,9,0.987500011920929,0.0451334230601787,0.987500011920929,0.1461697518825531,110,28,52,29,51,29,51,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s22,arousal,10,0.8999999761581421,0.2582652568817138,0.962499976158142,0.1302747428417205,148,28,52,36,44,25,55,0,0.5,0,0,experiments/strict_200ep_full/arousal/s22_summary.csv
strict_200ep_full,arousal,s23,arousal,1,0.975000023841858,0.0586255304515361,1.0,0.0588454939424991,109,57,23,59,21,57,23,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,2,0.912500023841858,0.4053162932395935,0.949999988079071,0.2117337137460708,192,58,22,65,15,60,20,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,3,0.987500011920929,0.0946913734078407,0.987500011920929,0.058017361909151,130,66,14,67,13,67,13,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,4,0.9249999523162842,0.3860436081886291,0.975000023841858,0.0800372511148452,128,63,17,69,11,63,17,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,5,0.975000023841858,0.1146330833435058,0.987500011920929,0.0232225600630044,199,57,23,59,21,58,22,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,6,0.975000023841858,0.053394254297018,0.987500011920929,0.0652974173426628,120,66,14,68,12,67,13,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,7,0.987500011920929,0.0365206003189086,0.987500011920929,0.0589532703161239,106,60,20,61,19,61,19,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,8,0.975000023841858,0.1202224045991897,0.975000023841858,0.0969240069389343,106,56,24,58,22,56,24,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,9,0.975000023841858,0.1328067183494568,0.987500011920929,0.0907646641135215,190,63,17,65,15,64,16,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s23,arousal,10,0.8999999761581421,0.5262047052383423,0.962499976158142,0.2029203176498413,151,54,26,62,18,57,23,0,0.5,0,0,experiments/strict_200ep_full/arousal/s23_summary.csv
strict_200ep_full,arousal,s24,arousal,1,0.962499976158142,0.1499324738979339,1.0,0.0163791868835687,153,19,61,16,64,19,61,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,2,0.975000023841858,0.119632564485073,0.987500011920929,0.0672841891646385,166,18,62,16,64,17,63,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,3,1.0,0.0073758633807301,1.0,0.0151097765192389,114,13,67,13,67,13,67,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,4,0.975000023841858,0.0799310654401779,0.987500011920929,0.0670886114239692,148,18,62,16,64,17,63,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,5,0.962499976158142,0.1390846222639084,0.987500011920929,0.1052525341510772,108,10,70,7,73,9,71,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,6,0.949999988079071,0.1518033891916275,1.0,0.0383857302367687,121,12,68,8,72,12,68,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,7,1.0,0.0063288179226219,1.0,0.02514423802495,118,10,70,10,70,10,70,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,8,0.975000023841858,0.2014822512865066,0.975000023841858,0.1073706001043319,126,14,66,12,68,12,68,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,9,0.975000023841858,0.2293833941221237,0.987500011920929,0.0831513106822967,105,15,65,13,67,14,66,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s24,arousal,10,0.987500011920929,0.0182827860116958,1.0,0.015748867765069,128,11,69,12,68,11,69,0,0.5,0,0,experiments/strict_200ep_full/arousal/s24_summary.csv
strict_200ep_full,arousal,s25,arousal,1,0.9375,0.2214697301387787,0.962499976158142,0.203326478600502,196,21,59,20,60,22,58,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,2,0.887499988079071,0.6521134972572327,0.9124999642372132,0.4239220321178436,182,33,47,24,56,28,52,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,3,0.887499988079071,0.4404035806655884,0.912500023841858,0.329384982585907,163,20,60,15,65,15,65,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,4,0.8999999761581421,0.2938150465488434,0.9249999523162842,0.2749539017677307,173,25,55,27,53,23,57,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,5,0.962499976158142,0.1451837718486786,0.962499976158142,0.1077440679073333,157,19,61,16,64,16,64,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,6,0.9375,0.3182840049266815,0.9375,0.2886513769626617,193,24,56,21,59,21,59,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,7,0.9249999523162842,0.2747946381568908,0.9249999523162842,0.2137458026409149,167,22,58,16,64,20,60,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,8,0.925000011920929,0.1731003522872924,0.949999988079071,0.1460742950439453,192,20,60,22,58,18,62,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,9,0.949999988079071,0.3547777235507965,0.949999988079071,0.2768870592117309,180,17,63,13,67,15,65,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
strict_200ep_full,arousal,s25,arousal,10,0.9375,0.2999250590801239,0.9500000476837158,0.1350258588790893,140,19,61,14,66,19,61,0,0.5,0,0,experiments/strict_200ep_full/arousal/s25_summary.csv
